nloci,reps,a1s,K1s,kernel,traits,time,mnnd
4,26,0.1,1000.0,Gaussian,Gaussian,1,0.2699119471344565
4,26,0.1,1000.0,Gaussian,Gaussian,2,0.27129460717361065
4,26,0.1,1000.0,Gaussian,Gaussian,3,0.27252699126617863
4,26,0.1,1000.0,Gaussian,Gaussian,4,0.27295155724513276
4,26,0.1,1000.0,Gaussian,Gaussian,5,0.27421383784648296
4,26,0.1,1000.0,Gaussian,Gaussian,6,0.2769949116846409
4,26,0.1,1000.0,Gaussian,Gaussian,7,0.27982548741492735
4,26,0.1,1000.0,Gaussian,Gaussian,8,0.2826700092850107
4,26,0.1,1000.0,Gaussian,Gaussian,9,0.2855019389446357
4,26,0.1,1000.0,Gaussian,Gaussian,10,0.2882978724553818
4,26,0.1,1000.0,Gaussian,Gaussian,11,0.2909434815255763
4,26,0.1,1000.0,Gaussian,Gaussian,12,0.29352141045337515
4,26,0.1,1000.0,Gaussian,Gaussian,13,0.2960382056607234
4,26,0.1,1000.0,Gaussian,Gaussian,14,0.29848276795403816
4,26,0.1,1000.0,Gaussian,Gaussian,15,0.30084786838586697
4,26,0.1,1000.0,Gaussian,Gaussian,16,0.3031295637858499
4,26,0.1,1000.0,Gaussian,Gaussian,17,0.30532655792885227
4,26,0.1,1000.0,Gaussian,Gaussian,18,0.30743958754447276
4,26,0.1,1000.0,Gaussian,Gaussian,19,0.30947087708816007
4,26,0.1,1000.0,Gaussian,Gaussian,20,0.3114236806913158
4,26,0.1,1000.0,Gaussian,Gaussian,21,0.31321330541088255
4,26,0.1,1000.0,Gaussian,Gaussian,22,0.31487690140141744
4,26,0.1,1000.0,Gaussian,Gaussian,23,0.31627670059716445
4,26,0.1,1000.0,Gaussian,Gaussian,24,0.31778250743463565
4,26,0.1,1000.0,Gaussian,Gaussian,25,0.3192004489564557
4,26,0.1,1000.0,Gaussian,Gaussian,26,0.3205435611521483
4,26,0.1,1000.0,Gaussian,Gaussian,27,0.3218190917105508
4,26,0.1,1000.0,Gaussian,Gaussian,28,0.3230329248157836
4,26,0.1,1000.0,Gaussian,Gaussian,29,0.3241901883372841
