nloci,reps,a1s,K1s,kernel,traits,time,mnnd
5,1,0.1,1000.0,Gaussian,Gaussian,1,0.23469086664729788
5,1,0.1,1000.0,Gaussian,Gaussian,2,0.23527743432677342
5,1,0.1,1000.0,Gaussian,Gaussian,3,0.2341931633034489
5,1,0.1,1000.0,Gaussian,Gaussian,4,0.23442020740141203
5,1,0.1,1000.0,Gaussian,Gaussian,5,0.23393560653680007
5,1,0.1,1000.0,Gaussian,Gaussian,6,0.23354228154477294
5,1,0.1,1000.0,Gaussian,Gaussian,7,0.2332924503474957
5,1,0.1,1000.0,Gaussian,Gaussian,8,0.23321918011796866
5,1,0.1,1000.0,Gaussian,Gaussian,9,0.23334228535988918
5,1,0.1,1000.0,Gaussian,Gaussian,10,0.23366999309456174
5,1,0.1,1000.0,Gaussian,Gaussian,11,0.23420040911040943
5,1,0.1,1000.0,Gaussian,Gaussian,12,0.23492347326491436
5,1,0.1,1000.0,Gaussian,Gaussian,13,0.23582325071950797
5,1,0.1,1000.0,Gaussian,Gaussian,14,0.23688022130939404
5,1,0.1,1000.0,Gaussian,Gaussian,15,0.23807328629067706
5,1,0.1,1000.0,Gaussian,Gaussian,16,0.23938134064035144
5,1,0.1,1000.0,Gaussian,Gaussian,17,0.24078437785997453
5,1,0.1,1000.0,Gaussian,Gaussian,18,0.2422641728453939
5,1,0.1,1000.0,Gaussian,Gaussian,19,0.24380462607923672
5,1,0.1,1000.0,Gaussian,Gaussian,20,0.24539186035556645
5,1,0.1,1000.0,Gaussian,Gaussian,21,0.2470141521871242
5,1,0.1,1000.0,Gaussian,Gaussian,22,0.24866176382326305
5,1,0.1,1000.0,Gaussian,Gaussian,23,0.2503083193566578
5,1,0.1,1000.0,Gaussian,Gaussian,24,0.2515540573878496
5,1,0.1,1000.0,Gaussian,Gaussian,25,0.2527876917260571
5,1,0.1,1000.0,Gaussian,Gaussian,26,0.25400743897032096
5,1,0.1,1000.0,Gaussian,Gaussian,27,0.2552121803200948
5,1,0.1,1000.0,Gaussian,Gaussian,28,0.2564013177861514
5,1,0.1,1000.0,Gaussian,Gaussian,29,0.25757465313137545
5,1,0.1,1000.0,Gaussian,Gaussian,30,0.2587322877490111
5,1,0.1,1000.0,Gaussian,Gaussian,31,0.2598745411307021
5,1,0.1,1000.0,Gaussian,Gaussian,32,0.2610018854092759
5,1,0.1,1000.0,Gaussian,Gaussian,33,0.26211489352585654
5,1,0.1,1000.0,Gaussian,Gaussian,34,0.26321419876252694
5,1,0.1,1000.0,Gaussian,Gaussian,35,0.2643004636324741
5,1,0.1,1000.0,Gaussian,Gaussian,36,0.2653743563873054
5,1,0.1,1000.0,Gaussian,Gaussian,37,0.26643653366137454
5,1,0.1,1000.0,Gaussian,Gaussian,38,0.2674876280123625
5,1,0.1,1000.0,Gaussian,Gaussian,39,0.2685282393300274
5,1,0.1,1000.0,Gaussian,Gaussian,40,0.26937688287140993
5,1,0.1,1000.0,Gaussian,Gaussian,41,0.2702225013310723
5,1,0.1,1000.0,Gaussian,Gaussian,42,0.2710693308588644
5,1,0.1,1000.0,Gaussian,Gaussian,43,0.2719167356613557
5,1,0.1,1000.0,Gaussian,Gaussian,44,0.2727643126949289
5,1,0.1,1000.0,Gaussian,Gaussian,45,0.27361173404241834
5,1,0.1,1000.0,Gaussian,Gaussian,46,0.27445870416342205
5,1,0.1,1000.0,Gaussian,Gaussian,47,0.27530494470901806
5,1,0.1,1000.0,Gaussian,Gaussian,48,0.2761501884983878
5,1,0.1,1000.0,Gaussian,Gaussian,49,0.27699417710817975
5,1,0.1,1000.0,Gaussian,Gaussian,50,0.2778366599969906
5,1,0.1,1000.0,Gaussian,Gaussian,51,0.278677394291925
5,1,0.1,1000.0,Gaussian,Gaussian,52,0.2795161448497935
5,1,0.1,1000.0,Gaussian,Gaussian,53,0.2803526844167031
5,1,0.1,1000.0,Gaussian,Gaussian,54,0.2811867938051019
5,1,0.1,1000.0,Gaussian,Gaussian,55,0.2820182620514482
5,1,0.1,1000.0,Gaussian,Gaussian,56,0.2828468865383622
5,1,0.1,1000.0,Gaussian,Gaussian,57,0.28367247307517973
5,1,0.1,1000.0,Gaussian,Gaussian,58,0.28449483593574576
5,1,0.1,1000.0,Gaussian,Gaussian,59,0.2853137978547912
5,1,0.1,1000.0,Gaussian,Gaussian,60,0.28612918998552755
5,1,0.1,1000.0,Gaussian,Gaussian,61,0.28694085182177365
5,1,0.1,1000.0,Gaussian,Gaussian,62,0.28774863108815585
5,1,0.1,1000.0,Gaussian,Gaussian,63,0.28855238360211005
5,1,0.1,1000.0,Gaussian,Gaussian,64,0.28935197311127336
5,1,0.1,1000.0,Gaussian,Gaussian,65,0.29014727110981925
5,1,0.1,1000.0,Gaussian,Gaussian,66,0.290938156637065
