nloci,reps,a1s,K1s,kernel,traits,time,mnnd
7,7,0.1,1000.0,Gaussian,Gaussian,1,0.12203059340921915
7,7,0.1,1000.0,Gaussian,Gaussian,2,0.12634371238376207
7,7,0.1,1000.0,Gaussian,Gaussian,3,0.12645135655702525
7,7,0.1,1000.0,Gaussian,Gaussian,4,0.129406011622741
7,7,0.1,1000.0,Gaussian,Gaussian,5,0.13360978679616703
7,7,0.1,1000.0,Gaussian,Gaussian,6,0.1373970387867073
7,7,0.1,1000.0,Gaussian,Gaussian,7,0.14043534313819886
7,7,0.1,1000.0,Gaussian,Gaussian,8,0.14358951021569527
7,7,0.1,1000.0,Gaussian,Gaussian,9,0.1459853727489845
7,7,0.1,1000.0,Gaussian,Gaussian,10,0.14890716342932156
7,7,0.1,1000.0,Gaussian,Gaussian,11,0.15194093873696143
7,7,0.1,1000.0,Gaussian,Gaussian,12,0.155055091055263
7,7,0.1,1000.0,Gaussian,Gaussian,13,0.1582276001767269
7,7,0.1,1000.0,Gaussian,Gaussian,14,0.16137621018396137
7,7,0.1,1000.0,Gaussian,Gaussian,15,0.1645093104595104
7,7,0.1,1000.0,Gaussian,Gaussian,16,0.16757996999378583
7,7,0.1,1000.0,Gaussian,Gaussian,17,0.17056138031025764
7,7,0.1,1000.0,Gaussian,Gaussian,18,0.17343261211219296
7,7,0.1,1000.0,Gaussian,Gaussian,19,0.17617853785050835
7,7,0.1,1000.0,Gaussian,Gaussian,20,0.1787893156620114
7,7,0.1,1000.0,Gaussian,Gaussian,21,0.18125963339043574
7,7,0.1,1000.0,Gaussian,Gaussian,22,0.18358786846203584
7,7,0.1,1000.0,Gaussian,Gaussian,23,0.1857752690158689
7,7,0.1,1000.0,Gaussian,Gaussian,24,0.1878252174114786
7,7,0.1,1000.0,Gaussian,Gaussian,25,0.1897426040523676
7,7,0.1,1000.0,Gaussian,Gaussian,26,0.1915333174355466
7,7,0.1,1000.0,Gaussian,Gaussian,27,0.19320384338101587
7,7,0.1,1000.0,Gaussian,Gaussian,28,0.1947609599373555
7,7,0.1,1000.0,Gaussian,Gaussian,29,0.19552480015360582
7,7,0.1,1000.0,Gaussian,Gaussian,30,0.19592044233265177
7,7,0.1,1000.0,Gaussian,Gaussian,31,0.1962239627345185
7,7,0.1,1000.0,Gaussian,Gaussian,32,0.1968744814414181
7,7,0.1,1000.0,Gaussian,Gaussian,33,0.19743144388285544
7,7,0.1,1000.0,Gaussian,Gaussian,34,0.19791515053045453
7,7,0.1,1000.0,Gaussian,Gaussian,35,0.19833482938871883
7,7,0.1,1000.0,Gaussian,Gaussian,36,0.19869782066555405
7,7,0.1,1000.0,Gaussian,Gaussian,37,0.1990105119836443
7,7,0.1,1000.0,Gaussian,Gaussian,38,0.1992786105917178
7,7,0.1,1000.0,Gaussian,Gaussian,39,0.19950726603220975
7,7,0.1,1000.0,Gaussian,Gaussian,40,0.1997011425207434
7,7,0.1,1000.0,Gaussian,Gaussian,41,0.19986447062820376
7,7,0.1,1000.0,Gaussian,Gaussian,42,0.2000010889626016
7,7,0.1,1000.0,Gaussian,Gaussian,43,0.20011448008317984
7,7,0.1,1000.0,Gaussian,Gaussian,44,0.20020780243407812
7,7,0.1,1000.0,Gaussian,Gaussian,45,0.20028391912651203
7,7,0.1,1000.0,Gaussian,Gaussian,46,0.20014803262739686
7,7,0.1,1000.0,Gaussian,Gaussian,47,0.20000549086648303
7,7,0.1,1000.0,Gaussian,Gaussian,48,0.19985346101640977
7,7,0.1,1000.0,Gaussian,Gaussian,49,0.19969328537672965
7,7,0.1,1000.0,Gaussian,Gaussian,50,0.19952657848257194
7,7,0.1,1000.0,Gaussian,Gaussian,51,0.1992794494964813
7,7,0.1,1000.0,Gaussian,Gaussian,52,0.19891954569346462
7,7,0.1,1000.0,Gaussian,Gaussian,53,0.19856773696249636
7,7,0.1,1000.0,Gaussian,Gaussian,54,0.1982247013804327
7,7,0.1,1000.0,Gaussian,Gaussian,55,0.1978910132776959
7,7,0.1,1000.0,Gaussian,Gaussian,56,0.19756715258582905
7,7,0.1,1000.0,Gaussian,Gaussian,57,0.1972535140737864
7,7,0.1,1000.0,Gaussian,Gaussian,58,0.1969504160086282
7,7,0.1,1000.0,Gaussian,Gaussian,59,0.19665810810276324
7,7,0.1,1000.0,Gaussian,Gaussian,60,0.1963767787393435
7,7,0.1,1000.0,Gaussian,Gaussian,61,0.19610656151620795
7,7,0.1,1000.0,Gaussian,Gaussian,62,0.19584754116429667
7,7,0.1,1000.0,Gaussian,Gaussian,63,0.19559975889859446
7,7,0.1,1000.0,Gaussian,Gaussian,64,0.19536321725668357
7,7,0.1,1000.0,Gaussian,Gaussian,65,0.19513788447528177
7,7,0.1,1000.0,Gaussian,Gaussian,66,0.1949236984501753
7,7,0.1,1000.0,Gaussian,Gaussian,67,0.1947205703201927
7,7,0.1,1000.0,Gaussian,Gaussian,68,0.19452838771155592
7,7,0.1,1000.0,Gaussian,Gaussian,69,0.19434701767509358
7,7,0.1,1000.0,Gaussian,Gaussian,70,0.19417630934534044
7,7,0.1,1000.0,Gaussian,Gaussian,71,0.1939786102532178
