nloci,reps,a1s,K1s,kernel,traits,time,mnnd
3,4,0.1,1000.0,Gaussian,Gaussian,1,0.21334340272151373
3,4,0.1,1000.0,Gaussian,Gaussian,2,0.20890217046829868
3,4,0.1,1000.0,Gaussian,Gaussian,3,0.20607159688533078
3,4,0.1,1000.0,Gaussian,Gaussian,4,0.20215603152903686
3,4,0.1,1000.0,Gaussian,Gaussian,5,0.19868751240809107
3,4,0.1,1000.0,Gaussian,Gaussian,6,0.1954358771673298
3,4,0.1,1000.0,Gaussian,Gaussian,7,0.19230139145449998
3,4,0.1,1000.0,Gaussian,Gaussian,8,0.18933576360335405
3,4,0.1,1000.0,Gaussian,Gaussian,9,0.18657522839566523
3,4,0.1,1000.0,Gaussian,Gaussian,10,0.18488356999438857
3,4,0.1,1000.0,Gaussian,Gaussian,11,0.18442122322539348
3,4,0.1,1000.0,Gaussian,Gaussian,12,0.18391471166972814
3,4,0.1,1000.0,Gaussian,Gaussian,13,0.18336272651737354
3,4,0.1,1000.0,Gaussian,Gaussian,14,0.18276656976943895
3,4,0.1,1000.0,Gaussian,Gaussian,15,0.18212936935268792
3,4,0.1,1000.0,Gaussian,Gaussian,16,0.18137153742046747
3,4,0.1,1000.0,Gaussian,Gaussian,17,0.1805924180131536
3,4,0.1,1000.0,Gaussian,Gaussian,18,0.17979346687863135
3,4,0.1,1000.0,Gaussian,Gaussian,19,0.1789780774255286
3,4,0.1,1000.0,Gaussian,Gaussian,20,0.17778010883112108
3,4,0.1,1000.0,Gaussian,Gaussian,21,0.17660965299492606
3,4,0.1,1000.0,Gaussian,Gaussian,22,0.17636969378737316
3,4,0.1,1000.0,Gaussian,Gaussian,23,0.17606632046174467
3,4,0.1,1000.0,Gaussian,Gaussian,24,0.17572988218780475
3,4,0.1,1000.0,Gaussian,Gaussian,25,0.1753706879384439
3,4,0.1,1000.0,Gaussian,Gaussian,26,0.1749941110871983
3,4,0.1,1000.0,Gaussian,Gaussian,27,0.17460359032960454
3,4,0.1,1000.0,Gaussian,Gaussian,28,0.17420156358882308
3,4,0.1,1000.0,Gaussian,Gaussian,29,0.17378985050951215
3,4,0.1,1000.0,Gaussian,Gaussian,30,0.17337017687432474
3,4,0.1,1000.0,Gaussian,Gaussian,31,0.17294354098792347
3,4,0.1,1000.0,Gaussian,Gaussian,32,0.1744977707094757
3,4,0.1,1000.0,Gaussian,Gaussian,33,0.17635743675642293
3,4,0.1,1000.0,Gaussian,Gaussian,34,0.17819734914362215
3,4,0.1,1000.0,Gaussian,Gaussian,35,0.18001362781138278
3,4,0.1,1000.0,Gaussian,Gaussian,36,0.1818030972120708
3,4,0.1,1000.0,Gaussian,Gaussian,37,0.18356317975472067
3,4,0.1,1000.0,Gaussian,Gaussian,38,0.1852918054910969
3,4,0.1,1000.0,Gaussian,Gaussian,39,0.18698733523007724
3,4,0.1,1000.0,Gaussian,Gaussian,40,0.18864849496360053
3,4,0.1,1000.0,Gaussian,Gaussian,41,0.1902743199010036
