nloci,reps,a1s,K1s,kernel,traits,time,mnnd
8,11,0.1,1000.0,Gaussian,Gaussian,1,0.41189342037576937
8,11,0.1,1000.0,Gaussian,Gaussian,2,0.4117334946294344
8,11,0.1,1000.0,Gaussian,Gaussian,3,0.4103163330387096
8,11,0.1,1000.0,Gaussian,Gaussian,4,0.40955229771770285
8,11,0.1,1000.0,Gaussian,Gaussian,5,0.40704412028808384
8,11,0.1,1000.0,Gaussian,Gaussian,6,0.40552082469581663
8,11,0.1,1000.0,Gaussian,Gaussian,7,0.40480280841230576
8,11,0.1,1000.0,Gaussian,Gaussian,8,0.40416292924432573
8,11,0.1,1000.0,Gaussian,Gaussian,9,0.4033187935332651
8,11,0.1,1000.0,Gaussian,Gaussian,10,0.4026255988569974
8,11,0.1,1000.0,Gaussian,Gaussian,11,0.40085641089730767
8,11,0.1,1000.0,Gaussian,Gaussian,12,0.39996971552856125
8,11,0.1,1000.0,Gaussian,Gaussian,13,0.3992422974236575
8,11,0.1,1000.0,Gaussian,Gaussian,14,0.398672680483782
8,11,0.1,1000.0,Gaussian,Gaussian,15,0.3982535328558859
8,11,0.1,1000.0,Gaussian,Gaussian,16,0.3979746879064351
8,11,0.1,1000.0,Gaussian,Gaussian,17,0.39782422746404056
8,11,0.1,1000.0,Gaussian,Gaussian,18,0.3977893060421453
8,11,0.1,1000.0,Gaussian,Gaussian,19,0.39785676250931157
8,11,0.1,1000.0,Gaussian,Gaussian,20,0.3980135638166514
8,11,0.1,1000.0,Gaussian,Gaussian,21,0.3982471201534362
8,11,0.1,1000.0,Gaussian,Gaussian,22,0.39854550136120576
8,11,0.1,1000.0,Gaussian,Gaussian,23,0.3988975771274627
8,11,0.1,1000.0,Gaussian,Gaussian,24,0.39929309847046746
8,11,0.1,1000.0,Gaussian,Gaussian,25,0.3997227344867232
8,11,0.1,1000.0,Gaussian,Gaussian,26,0.4001780756472593
8,11,0.1,1000.0,Gaussian,Gaussian,27,0.4006516127570227
8,11,0.1,1000.0,Gaussian,Gaussian,28,0.4011366988703611
8,11,0.1,1000.0,Gaussian,Gaussian,29,0.40162749991308827
8,11,0.1,1000.0,Gaussian,Gaussian,30,0.40211893846425667
8,11,0.1,1000.0,Gaussian,Gaussian,31,0.40260663407586145
8,11,0.1,1000.0,Gaussian,Gaussian,32,0.40308684263413463
8,11,0.1,1000.0,Gaussian,Gaussian,33,0.4035563965674384
8,11,0.1,1000.0,Gaussian,Gaussian,34,0.4040126471575462
8,11,0.1,1000.0,Gaussian,Gaussian,35,0.40445340978835675
8,11,0.1,1000.0,Gaussian,Gaussian,36,0.40487691264541625
8,11,0.1,1000.0,Gaussian,Gaussian,37,0.4052817491407967
8,11,0.1,1000.0,Gaussian,Gaussian,38,0.40566683416323873
8,11,0.1,1000.0,Gaussian,Gaussian,39,0.40603136412878627
8,11,0.1,1000.0,Gaussian,Gaussian,40,0.40637478072051947
8,11,0.1,1000.0,Gaussian,Gaussian,41,0.406696738148368
8,11,0.1,1000.0,Gaussian,Gaussian,42,0.40699707372384286
8,11,0.1,1000.0,Gaussian,Gaussian,43,0.4072757815243851
8,11,0.1,1000.0,Gaussian,Gaussian,44,0.4075329889134301
8,11,0.1,1000.0,Gaussian,Gaussian,45,0.40776893568194006
