nloci,reps,a1s,K1s,kernel,traits,time,mnnd
15,8,0.1,1000.0,Gaussian,Gaussian,1,0.4057000160871763
15,8,0.1,1000.0,Gaussian,Gaussian,2,0.4058606641440559
15,8,0.1,1000.0,Gaussian,Gaussian,3,0.40643449098225604
15,8,0.1,1000.0,Gaussian,Gaussian,4,0.4072158477894085
15,8,0.1,1000.0,Gaussian,Gaussian,5,0.4078417647913729
15,8,0.1,1000.0,Gaussian,Gaussian,6,0.40870106919732224
15,8,0.1,1000.0,Gaussian,Gaussian,7,0.4103438603212344
15,8,0.1,1000.0,Gaussian,Gaussian,8,0.41150947911407537
15,8,0.1,1000.0,Gaussian,Gaussian,9,0.4133145259079924
15,8,0.1,1000.0,Gaussian,Gaussian,10,0.41525593743369243
15,8,0.1,1000.0,Gaussian,Gaussian,11,0.4174913725763364
15,8,0.1,1000.0,Gaussian,Gaussian,12,0.41982504888092587
15,8,0.1,1000.0,Gaussian,Gaussian,13,0.4222523437647525
15,8,0.1,1000.0,Gaussian,Gaussian,14,0.42504518168768773
15,8,0.1,1000.0,Gaussian,Gaussian,15,0.42758335032355144
15,8,0.1,1000.0,Gaussian,Gaussian,16,0.4301772165327555
15,8,0.1,1000.0,Gaussian,Gaussian,17,0.43280872910173046
15,8,0.1,1000.0,Gaussian,Gaussian,18,0.43578552901547757
15,8,0.1,1000.0,Gaussian,Gaussian,19,0.43892912113253135
15,8,0.1,1000.0,Gaussian,Gaussian,20,0.4420114837251998
15,8,0.1,1000.0,Gaussian,Gaussian,21,0.4450330494613611
15,8,0.1,1000.0,Gaussian,Gaussian,22,0.4479852065965673
15,8,0.1,1000.0,Gaussian,Gaussian,23,0.4503049093041654
15,8,0.1,1000.0,Gaussian,Gaussian,24,0.45258135343665135
15,8,0.1,1000.0,Gaussian,Gaussian,25,0.4547807893769707
15,8,0.1,1000.0,Gaussian,Gaussian,26,0.4567016789387578
15,8,0.1,1000.0,Gaussian,Gaussian,27,0.4585478452664423
15,8,0.1,1000.0,Gaussian,Gaussian,28,0.460306548442016
15,8,0.1,1000.0,Gaussian,Gaussian,29,0.46197373109927986
15,8,0.1,1000.0,Gaussian,Gaussian,30,0.46354779751811104
15,8,0.1,1000.0,Gaussian,Gaussian,31,0.4650285898924649
15,8,0.1,1000.0,Gaussian,Gaussian,32,0.46614853386834937
15,8,0.1,1000.0,Gaussian,Gaussian,33,0.46738619897846373
15,8,0.1,1000.0,Gaussian,Gaussian,34,0.46853205119936336
15,8,0.1,1000.0,Gaussian,Gaussian,35,0.4695914200601434
15,8,0.1,1000.0,Gaussian,Gaussian,36,0.4705676312167202
15,8,0.1,1000.0,Gaussian,Gaussian,37,0.4714639387047656
15,8,0.1,1000.0,Gaussian,Gaussian,38,0.4722836610132071
15,8,0.1,1000.0,Gaussian,Gaussian,39,0.47303026503174794
15,8,0.1,1000.0,Gaussian,Gaussian,40,0.4737072601260098
15,8,0.1,1000.0,Gaussian,Gaussian,41,0.47431816129641374
15,8,0.1,1000.0,Gaussian,Gaussian,42,0.4749128923657799
15,8,0.1,1000.0,Gaussian,Gaussian,43,0.47544933117640764
15,8,0.1,1000.0,Gaussian,Gaussian,44,0.4763300286344504
15,8,0.1,1000.0,Gaussian,Gaussian,45,0.4771295156986941
15,8,0.1,1000.0,Gaussian,Gaussian,46,0.4778695667999805
15,8,0.1,1000.0,Gaussian,Gaussian,47,0.4783204501199888
15,8,0.1,1000.0,Gaussian,Gaussian,48,0.4785331375952856
15,8,0.1,1000.0,Gaussian,Gaussian,49,0.47889981033067663
15,8,0.1,1000.0,Gaussian,Gaussian,50,0.4792221469784065
15,8,0.1,1000.0,Gaussian,Gaussian,51,0.47950421735906695
15,8,0.1,1000.0,Gaussian,Gaussian,52,0.4797486099270895
15,8,0.1,1000.0,Gaussian,Gaussian,53,0.48006955156680403
15,8,0.1,1000.0,Gaussian,Gaussian,54,0.48036188524263695
15,8,0.1,1000.0,Gaussian,Gaussian,55,0.4806266719357138
15,8,0.1,1000.0,Gaussian,Gaussian,56,0.480707868507392
15,8,0.1,1000.0,Gaussian,Gaussian,57,0.48077700660937145
15,8,0.1,1000.0,Gaussian,Gaussian,58,0.4808284628377952
15,8,0.1,1000.0,Gaussian,Gaussian,59,0.4808624233211878
15,8,0.1,1000.0,Gaussian,Gaussian,60,0.4808799624286223
15,8,0.1,1000.0,Gaussian,Gaussian,61,0.4808823900934477
15,8,0.1,1000.0,Gaussian,Gaussian,62,0.48087105985745665
15,8,0.1,1000.0,Gaussian,Gaussian,63,0.48084729730389186
15,8,0.1,1000.0,Gaussian,Gaussian,64,0.48081250707482587
15,8,0.1,1000.0,Gaussian,Gaussian,65,0.4807678435858075
15,8,0.1,1000.0,Gaussian,Gaussian,66,0.48071441179605706
15,8,0.1,1000.0,Gaussian,Gaussian,67,0.4805418061194311
15,8,0.1,1000.0,Gaussian,Gaussian,68,0.4803584957668293
15,8,0.1,1000.0,Gaussian,Gaussian,69,0.48016661723797516
15,8,0.1,1000.0,Gaussian,Gaussian,70,0.47996773693373246
15,8,0.1,1000.0,Gaussian,Gaussian,71,0.479763046972299
15,8,0.1,1000.0,Gaussian,Gaussian,72,0.4795535198418379
15,8,0.1,1000.0,Gaussian,Gaussian,73,0.47933999046507536
15,8,0.1,1000.0,Gaussian,Gaussian,74,0.4791232012293847
15,8,0.1,1000.0,Gaussian,Gaussian,75,0.478903826021976
15,8,0.1,1000.0,Gaussian,Gaussian,76,0.47868248325031715
15,8,0.1,1000.0,Gaussian,Gaussian,77,0.47845974334798996
15,8,0.1,1000.0,Gaussian,Gaussian,78,0.4782361335522893
15,8,0.1,1000.0,Gaussian,Gaussian,79,0.4780121413143978
15,8,0.1,1000.0,Gaussian,Gaussian,80,0.4777882169981435
15,8,0.1,1000.0,Gaussian,Gaussian,81,0.4775647761832269
15,8,0.1,1000.0,Gaussian,Gaussian,82,0.4773422017261925
15,8,0.1,1000.0,Gaussian,Gaussian,83,0.4772549253116929
15,8,0.1,1000.0,Gaussian,Gaussian,84,0.4771598120840032
15,8,0.1,1000.0,Gaussian,Gaussian,85,0.4770634047567342
15,8,0.1,1000.0,Gaussian,Gaussian,86,0.4769671987263757
15,8,0.1,1000.0,Gaussian,Gaussian,87,0.47677853206508236
15,8,0.1,1000.0,Gaussian,Gaussian,88,0.4764202904716394
15,8,0.1,1000.0,Gaussian,Gaussian,89,0.4760675056516047
15,8,0.1,1000.0,Gaussian,Gaussian,90,0.475720347565307
15,8,0.1,1000.0,Gaussian,Gaussian,91,0.4753789858287941
15,8,0.1,1000.0,Gaussian,Gaussian,92,0.4750435792976754
15,8,0.1,1000.0,Gaussian,Gaussian,93,0.4747142717691713
15,8,0.1,1000.0,Gaussian,Gaussian,94,0.47439119049081324
15,8,0.1,1000.0,Gaussian,Gaussian,95,0.47407444596300946
15,8,0.1,1000.0,Gaussian,Gaussian,96,0.47340576524959893
15,8,0.1,1000.0,Gaussian,Gaussian,97,0.47237821174346123
15,8,0.1,1000.0,Gaussian,Gaussian,98,0.4713459952149315
15,8,0.1,1000.0,Gaussian,Gaussian,99,0.4703095158682574
15,8,0.1,1000.0,Gaussian,Gaussian,100,0.46926916200590496
15,8,0.1,1000.0,Gaussian,Gaussian,101,0.46822531045896304
15,8,0.1,1000.0,Gaussian,Gaussian,102,0.4671783269968712
15,8,0.1,1000.0,Gaussian,Gaussian,103,0.4661280573715804
15,8,0.1,1000.0,Gaussian,Gaussian,104,0.4650748850700348
15,8,0.1,1000.0,Gaussian,Gaussian,105,0.4640192609291728
15,8,0.1,1000.0,Gaussian,Gaussian,106,0.46296159157244404
15,8,0.1,1000.0,Gaussian,Gaussian,107,0.4619022492719644
15,8,0.1,1000.0,Gaussian,Gaussian,108,0.460841583267352
15,8,0.1,1000.0,Gaussian,Gaussian,109,0.45977992627723896
15,8,0.1,1000.0,Gaussian,Gaussian,110,0.45871759796074346
15,8,0.1,1000.0,Gaussian,Gaussian,111,0.45765490677587
15,8,0.1,1000.0,Gaussian,Gaussian,112,0.45654248080262017
15,8,0.1,1000.0,Gaussian,Gaussian,113,0.4554337606439532
15,8,0.1,1000.0,Gaussian,Gaussian,114,0.45432636796417775
15,8,0.1,1000.0,Gaussian,Gaussian,115,0.45322027748716104
15,8,0.1,1000.0,Gaussian,Gaussian,116,0.4521157158245955
15,8,0.1,1000.0,Gaussian,Gaussian,117,0.45101296094026666
15,8,0.1,1000.0,Gaussian,Gaussian,118,0.4499122982782243
15,8,0.1,1000.0,Gaussian,Gaussian,119,0.448814007279402
15,8,0.1,1000.0,Gaussian,Gaussian,120,0.44771835675372373
15,8,0.1,1000.0,Gaussian,Gaussian,121,0.4466256034606416
15,8,0.1,1000.0,Gaussian,Gaussian,122,0.44553599197408117
15,8,0.1,1000.0,Gaussian,Gaussian,123,0.4444497550672843
15,8,0.1,1000.0,Gaussian,Gaussian,124,0.44336711428934883
15,8,0.1,1000.0,Gaussian,Gaussian,125,0.4422882805890562
15,8,0.1,1000.0,Gaussian,Gaussian,126,0.44121345492362424
15,8,0.1,1000.0,Gaussian,Gaussian,127,0.44014282882749983
15,8,0.1,1000.0,Gaussian,Gaussian,128,0.43907658493341856
15,8,0.1,1000.0,Gaussian,Gaussian,129,0.4380148974455354
15,8,0.1,1000.0,Gaussian,Gaussian,130,0.43695793256765597
15,8,0.1,1000.0,Gaussian,Gaussian,131,0.43590584889070483
15,8,0.1,1000.0,Gaussian,Gaussian,132,0.43485879774377917
15,8,0.1,1000.0,Gaussian,Gaussian,133,0.4336812863235615
15,8,0.1,1000.0,Gaussian,Gaussian,134,0.43251618351288285
15,8,0.1,1000.0,Gaussian,Gaussian,135,0.4313578755082105
15,8,0.1,1000.0,Gaussian,Gaussian,136,0.4302055591245386
15,8,0.1,1000.0,Gaussian,Gaussian,137,0.42905908610488713
15,8,0.1,1000.0,Gaussian,Gaussian,138,0.4279184823791166
15,8,0.1,1000.0,Gaussian,Gaussian,139,0.4267838322823851
15,8,0.1,1000.0,Gaussian,Gaussian,140,0.42565524062543886
15,8,0.1,1000.0,Gaussian,Gaussian,141,0.4245328179294929
15,8,0.1,1000.0,Gaussian,Gaussian,142,0.42341667414603484
15,8,0.1,1000.0,Gaussian,Gaussian,143,0.42230691590429237
15,8,0.1,1000.0,Gaussian,Gaussian,144,0.42110576459146587
15,8,0.1,1000.0,Gaussian,Gaussian,145,0.4199093331585952
