nloci,reps,a1s,K1s,kernel,traits,time,mnnd
8,9,0.1,1000.0,Gaussian,Gaussian,1,0.46993002532389794
8,9,0.1,1000.0,Gaussian,Gaussian,2,0.46977175422276984
8,9,0.1,1000.0,Gaussian,Gaussian,3,0.4693332916375845
8,9,0.1,1000.0,Gaussian,Gaussian,4,0.4704398513742301
8,9,0.1,1000.0,Gaussian,Gaussian,5,0.47022543249970344
8,9,0.1,1000.0,Gaussian,Gaussian,6,0.47007736642933867
8,9,0.1,1000.0,Gaussian,Gaussian,7,0.47063404947333276
8,9,0.1,1000.0,Gaussian,Gaussian,8,0.4701262231499658
8,9,0.1,1000.0,Gaussian,Gaussian,9,0.4696074101828507
8,9,0.1,1000.0,Gaussian,Gaussian,10,0.46954745585721425
8,9,0.1,1000.0,Gaussian,Gaussian,11,0.46937098888989354
8,9,0.1,1000.0,Gaussian,Gaussian,12,0.4695399700467619
8,9,0.1,1000.0,Gaussian,Gaussian,13,0.46976947316670153
8,9,0.1,1000.0,Gaussian,Gaussian,14,0.4700562089379824
8,9,0.1,1000.0,Gaussian,Gaussian,15,0.47039273411515437
8,9,0.1,1000.0,Gaussian,Gaussian,16,0.4707707337223171
8,9,0.1,1000.0,Gaussian,Gaussian,17,0.4711819731160701
8,9,0.1,1000.0,Gaussian,Gaussian,18,0.4714168509186419
8,9,0.1,1000.0,Gaussian,Gaussian,19,0.47167749749574206
8,9,0.1,1000.0,Gaussian,Gaussian,20,0.47195481710835135
8,9,0.1,1000.0,Gaussian,Gaussian,21,0.47206259706503095
8,9,0.1,1000.0,Gaussian,Gaussian,22,0.47163014618757704
8,9,0.1,1000.0,Gaussian,Gaussian,23,0.47106819999693833
8,9,0.1,1000.0,Gaussian,Gaussian,24,0.4705242476103355
8,9,0.1,1000.0,Gaussian,Gaussian,25,0.47000129559933396
8,9,0.1,1000.0,Gaussian,Gaussian,26,0.46950130372587817
8,9,0.1,1000.0,Gaussian,Gaussian,27,0.46902535407481977
8,9,0.1,1000.0,Gaussian,Gaussian,28,0.468573815575463
8,9,0.1,1000.0,Gaussian,Gaussian,29,0.46814649446761364
8,9,0.1,1000.0,Gaussian,Gaussian,30,0.46774276660069253
8,9,0.1,1000.0,Gaussian,Gaussian,31,0.4673616904656252
8,9,0.1,1000.0,Gaussian,Gaussian,32,0.46700210155312644
8,9,0.1,1000.0,Gaussian,Gaussian,33,0.4666626895383121
