nloci,reps,a1s,K1s,kernel,traits,time,mnnd
7,27,0.1,1000.0,Gaussian,Gaussian,1,0.2574828785009851
7,27,0.1,1000.0,Gaussian,Gaussian,2,0.25917931266309824
7,27,0.1,1000.0,Gaussian,Gaussian,3,0.2621536793689614
7,27,0.1,1000.0,Gaussian,Gaussian,4,0.2641511968413695
7,27,0.1,1000.0,Gaussian,Gaussian,5,0.26755606793629216
7,27,0.1,1000.0,Gaussian,Gaussian,6,0.2692039148225119
7,27,0.1,1000.0,Gaussian,Gaussian,7,0.2711540443336414
7,27,0.1,1000.0,Gaussian,Gaussian,8,0.2729325772384569
7,27,0.1,1000.0,Gaussian,Gaussian,9,0.2744781581021034
7,27,0.1,1000.0,Gaussian,Gaussian,10,0.2757496204904682
7,27,0.1,1000.0,Gaussian,Gaussian,11,0.27672591349247944
7,27,0.1,1000.0,Gaussian,Gaussian,12,0.27740436293455456
7,27,0.1,1000.0,Gaussian,Gaussian,13,0.2777971966888031
7,27,0.1,1000.0,Gaussian,Gaussian,14,0.27792727001931417
7,27,0.1,1000.0,Gaussian,Gaussian,15,0.2778238645135458
7,27,0.1,1000.0,Gaussian,Gaussian,16,0.2775191183078461
7,27,0.1,1000.0,Gaussian,Gaussian,17,0.277045323278689
7,27,0.1,1000.0,Gaussian,Gaussian,18,0.27643309165863644
7,27,0.1,1000.0,Gaussian,Gaussian,19,0.2757102654726343
7,27,0.1,1000.0,Gaussian,Gaussian,20,0.2745221920575103
7,27,0.1,1000.0,Gaussian,Gaussian,21,0.27323445025247917
7,27,0.1,1000.0,Gaussian,Gaussian,22,0.27188441386677964
7,27,0.1,1000.0,Gaussian,Gaussian,23,0.2704911925939925
7,27,0.1,1000.0,Gaussian,Gaussian,24,0.26907062465877835
7,27,0.1,1000.0,Gaussian,Gaussian,25,0.26763571349175314
7,27,0.1,1000.0,Gaussian,Gaussian,26,0.2661970484209262
7,27,0.1,1000.0,Gaussian,Gaussian,27,0.2647631894688764
7,27,0.1,1000.0,Gaussian,Gaussian,28,0.2633410073758833
7,27,0.1,1000.0,Gaussian,Gaussian,29,0.261935976849537
7,27,0.1,1000.0,Gaussian,Gaussian,30,0.2605524250415352
7,27,0.1,1000.0,Gaussian,Gaussian,31,0.25943970514028203
7,27,0.1,1000.0,Gaussian,Gaussian,32,0.2584938460458566
7,27,0.1,1000.0,Gaussian,Gaussian,33,0.2575749219381908
7,27,0.1,1000.0,Gaussian,Gaussian,34,0.2566835105168566
7,27,0.1,1000.0,Gaussian,Gaussian,35,0.2558198841676011
7,27,0.1,1000.0,Gaussian,Gaussian,36,0.25498407536713996
7,27,0.1,1000.0,Gaussian,Gaussian,37,0.25417592907068626
7,27,0.1,1000.0,Gaussian,Gaussian,38,0.25339514456859635
7,27,0.1,1000.0,Gaussian,Gaussian,39,0.252641308867183
7,27,0.1,1000.0,Gaussian,Gaussian,40,0.2519139232753173
7,27,0.1,1000.0,Gaussian,Gaussian,41,0.2512124245619951
7,27,0.1,1000.0,Gaussian,Gaussian,42,0.2505362017861739
7,27,0.1,1000.0,Gaussian,Gaussian,43,0.2498846096826335
7,27,0.1,1000.0,Gaussian,Gaussian,44,0.24925697931018206
7,27,0.1,1000.0,Gaussian,Gaussian,45,0.24865262652475859
7,27,0.1,1000.0,Gaussian,Gaussian,46,0.24807085872425974
7,27,0.1,1000.0,Gaussian,Gaussian,47,0.24751098021931903
7,27,0.1,1000.0,Gaussian,Gaussian,48,0.24697229651035096
7,27,0.1,1000.0,Gaussian,Gaussian,49,0.24645411769249412
7,27,0.1,1000.0,Gaussian,Gaussian,50,0.24595576116358334
7,27,0.1,1000.0,Gaussian,Gaussian,51,0.24547655377353583
7,27,0.1,1000.0,Gaussian,Gaussian,52,0.24501583352452252
7,27,0.1,1000.0,Gaussian,Gaussian,53,0.24457295090850956
7,27,0.1,1000.0,Gaussian,Gaussian,54,0.2441472699507582
7,27,0.1,1000.0,Gaussian,Gaussian,55,0.24373816901379455
7,27,0.1,1000.0,Gaussian,Gaussian,56,0.24334504140525595
7,27,0.1,1000.0,Gaussian,Gaussian,57,0.2429672958243201
7,27,0.1,1000.0,Gaussian,Gaussian,58,0.24260435667459276
7,27,0.1,1000.0,Gaussian,Gaussian,59,0.24225566426593892
7,27,0.1,1000.0,Gaussian,Gaussian,60,0.2418827482147719
7,27,0.1,1000.0,Gaussian,Gaussian,61,0.24141600428754664
7,27,0.1,1000.0,Gaussian,Gaussian,62,0.240964172212884
7,27,0.1,1000.0,Gaussian,Gaussian,63,0.2405266023738006
7,27,0.1,1000.0,Gaussian,Gaussian,64,0.24010267475468478
7,27,0.1,1000.0,Gaussian,Gaussian,65,0.23969179752276218
7,27,0.1,1000.0,Gaussian,Gaussian,66,0.23929340568300303
7,27,0.1,1000.0,Gaussian,Gaussian,67,0.238906959803298
7,27,0.1,1000.0,Gaussian,Gaussian,68,0.2385319448064581
7,27,0.1,1000.0,Gaussian,Gaussian,69,0.23816786882557905
7,27,0.1,1000.0,Gaussian,Gaussian,70,0.23781426211921536
7,27,0.1,1000.0,Gaussian,Gaussian,71,0.23747067604298788
7,27,0.1,1000.0,Gaussian,Gaussian,72,0.23694161533227
7,27,0.1,1000.0,Gaussian,Gaussian,73,0.236429136566705
7,27,0.1,1000.0,Gaussian,Gaussian,74,0.23592670687387582
7,27,0.1,1000.0,Gaussian,Gaussian,75,0.23543298110594563
7,27,0.1,1000.0,Gaussian,Gaussian,76,0.23494740136703715
7,27,0.1,1000.0,Gaussian,Gaussian,77,0.23446963543409854
7,27,0.1,1000.0,Gaussian,Gaussian,78,0.23399943479387972
7,27,0.1,1000.0,Gaussian,Gaussian,79,0.23353658591564402
7,27,0.1,1000.0,Gaussian,Gaussian,80,0.2330808908952954
7,27,0.1,1000.0,Gaussian,Gaussian,81,0.232632159369382
7,27,0.1,1000.0,Gaussian,Gaussian,82,0.23219020520673506
7,27,0.1,1000.0,Gaussian,Gaussian,83,0.23175484530245014
7,27,0.1,1000.0,Gaussian,Gaussian,84,0.23132589929265604
7,27,0.1,1000.0,Gaussian,Gaussian,85,0.2309031896535488
7,27,0.1,1000.0,Gaussian,Gaussian,86,0.23048654194013238
7,27,0.1,1000.0,Gaussian,Gaussian,87,0.23007578505496235
7,27,0.1,1000.0,Gaussian,Gaussian,88,0.2296707514996811
7,27,0.1,1000.0,Gaussian,Gaussian,89,0.22927127759107252
7,27,0.1,1000.0,Gaussian,Gaussian,90,0.22887720363649106
7,27,0.1,1000.0,Gaussian,Gaussian,91,0.22848837406936295
7,27,0.1,1000.0,Gaussian,Gaussian,92,0.2281046375478212
7,27,0.1,1000.0,Gaussian,Gaussian,93,0.22772584702034182
7,27,0.1,1000.0,Gaussian,Gaussian,94,0.2273518597623749
7,27,0.1,1000.0,Gaussian,Gaussian,95,0.22698253738775223
7,27,0.1,1000.0,Gaussian,Gaussian,96,0.22661774583833577
7,27,0.1,1000.0,Gaussian,Gaussian,97,0.2262573553550339
7,27,0.1,1000.0,Gaussian,Gaussian,98,0.22590124043296791
7,27,0.1,1000.0,Gaussian,Gaussian,99,0.22554927976326783
7,27,0.1,1000.0,Gaussian,Gaussian,100,0.22520135616366885
7,27,0.1,1000.0,Gaussian,Gaussian,101,0.22485735649984645
7,27,0.1,1000.0,Gaussian,Gaussian,102,0.22451717159916862
7,27,0.1,1000.0,Gaussian,Gaussian,103,0.22418069615837213
7,27,0.1,1000.0,Gaussian,Gaussian,104,0.22384782864644256
7,27,0.1,1000.0,Gaussian,Gaussian,105,0.22351847120384555
7,27,0.1,1000.0,Gaussian,Gaussian,106,0.22319252953912314
7,27,0.1,1000.0,Gaussian,Gaussian,107,0.22286991282366272
7,27,0.1,1000.0,Gaussian,Gaussian,108,0.22255053358545848
7,27,0.1,1000.0,Gaussian,Gaussian,109,0.22223430760245028
7,27,0.1,1000.0,Gaussian,Gaussian,110,0.22192115379603047
7,27,0.1,1000.0,Gaussian,Gaussian,111,0.22161099412518967
7,27,0.1,1000.0,Gaussian,Gaussian,112,0.22130375348168663
7,27,0.1,1000.0,Gaussian,Gaussian,113,0.22099935958661687
7,27,0.1,1000.0,Gaussian,Gaussian,114,0.2206977428886435
7,27,0.1,1000.0,Gaussian,Gaussian,115,0.2203988364641328
7,27,0.1,1000.0,Gaussian,Gaussian,116,0.22010257591940213
7,27,0.1,1000.0,Gaussian,Gaussian,117,0.21980889929522715
7,27,0.1,1000.0,Gaussian,Gaussian,118,0.21951774697372606
7,27,0.1,1000.0,Gaussian,Gaussian,119,0.2192290615877535
7,27,0.1,1000.0,Gaussian,Gaussian,120,0.21894278793282257
7,27,0.1,1000.0,Gaussian,Gaussian,121,0.21865887288164307
7,27,0.1,1000.0,Gaussian,Gaussian,122,0.21837726530130258
7,27,0.1,1000.0,Gaussian,Gaussian,123,0.2180979159730761
7,27,0.1,1000.0,Gaussian,Gaussian,124,0.21782077751489923
7,27,0.1,1000.0,Gaussian,Gaussian,125,0.21754580430647094
7,27,0.1,1000.0,Gaussian,Gaussian,126,0.21727295241695488
7,27,0.1,1000.0,Gaussian,Gaussian,127,0.21700217953528445
7,27,0.1,1000.0,Gaussian,Gaussian,128,0.21673344490297536
7,27,0.1,1000.0,Gaussian,Gaussian,129,0.21646670924946132
7,27,0.1,1000.0,Gaussian,Gaussian,130,0.2162019347298438
7,27,0.1,1000.0,Gaussian,Gaussian,131,0.2159390848650479
7,27,0.1,1000.0,Gaussian,Gaussian,132,0.21567812448429785
7,27,0.1,1000.0,Gaussian,Gaussian,133,0.21541901966985535
7,27,0.1,1000.0,Gaussian,Gaussian,134,0.21516173770397215
7,27,0.1,1000.0,Gaussian,Gaussian,135,0.21490624701796915
7,27,0.1,1000.0,Gaussian,Gaussian,136,0.2146525171433994
7,27,0.1,1000.0,Gaussian,Gaussian,137,0.21440051866520973
7,27,0.1,1000.0,Gaussian,Gaussian,138,0.21415022317685597
7,27,0.1,1000.0,Gaussian,Gaussian,139,0.21390160323728316
7,27,0.1,1000.0,Gaussian,Gaussian,140,0.21365463232972076
7,27,0.1,1000.0,Gaussian,Gaussian,141,0.21340928482223462
7,27,0.1,1000.0,Gaussian,Gaussian,142,0.213165535929941
7,27,0.1,1000.0,Gaussian,Gaussian,143,0.21292336167886491
7,27,0.1,1000.0,Gaussian,Gaussian,144,0.21268273887134484
7,27,0.1,1000.0,Gaussian,Gaussian,145,0.21244364505293645
7,27,0.1,1000.0,Gaussian,Gaussian,146,0.21220605848077126
7,27,0.1,1000.0,Gaussian,Gaussian,147,0.2119699580932841
7,27,0.1,1000.0,Gaussian,Gaussian,148,0.21173532348128107
7,27,0.1,1000.0,Gaussian,Gaussian,149,0.21150213486027927
7,27,0.1,1000.0,Gaussian,Gaussian,150,0.21127037304407498
7,27,0.1,1000.0,Gaussian,Gaussian,151,0.21104001941947292
7,27,0.1,1000.0,Gaussian,Gaussian,152,0.21081105592215807
7,27,0.1,1000.0,Gaussian,Gaussian,153,0.2105834650136291
7,27,0.1,1000.0,Gaussian,Gaussian,154,0.2103572296591726
7,27,0.1,1000.0,Gaussian,Gaussian,155,0.21013233330681874
7,27,0.1,1000.0,Gaussian,Gaussian,156,0.20990875986725036
7,27,0.1,1000.0,Gaussian,Gaussian,157,0.20968649369460762
7,27,0.1,1000.0,Gaussian,Gaussian,158,0.20946551956816284
7,27,0.1,1000.0,Gaussian,Gaussian,159,0.20924582267482003
