nloci,reps,a1s,K1s,kernel,traits,time,mnnd
7,3,0.1,1000.0,Gaussian,Gaussian,1,0.2999607207033449
7,3,0.1,1000.0,Gaussian,Gaussian,2,0.30151580737719774
7,3,0.1,1000.0,Gaussian,Gaussian,3,0.3023695201511382
7,3,0.1,1000.0,Gaussian,Gaussian,4,0.3040196116611151
7,3,0.1,1000.0,Gaussian,Gaussian,5,0.30422681201056356
7,3,0.1,1000.0,Gaussian,Gaussian,6,0.30501696873647405
7,3,0.1,1000.0,Gaussian,Gaussian,7,0.3058797554314563
7,3,0.1,1000.0,Gaussian,Gaussian,8,0.3071388554582846
7,3,0.1,1000.0,Gaussian,Gaussian,9,0.30873355103677164
7,3,0.1,1000.0,Gaussian,Gaussian,10,0.30962821582697775
7,3,0.1,1000.0,Gaussian,Gaussian,11,0.3104826327873635
7,3,0.1,1000.0,Gaussian,Gaussian,12,0.3112863652709058
7,3,0.1,1000.0,Gaussian,Gaussian,13,0.31203795917967364
7,3,0.1,1000.0,Gaussian,Gaussian,14,0.3127387918099136
7,3,0.1,1000.0,Gaussian,Gaussian,15,0.31339107339949435
7,3,0.1,1000.0,Gaussian,Gaussian,16,0.31399685006291655
7,3,0.1,1000.0,Gaussian,Gaussian,17,0.3145575966669832
7,3,0.1,1000.0,Gaussian,Gaussian,18,0.3150741715055047
7,3,0.1,1000.0,Gaussian,Gaussian,19,0.3153101732025266
7,3,0.1,1000.0,Gaussian,Gaussian,20,0.3155213669210588
7,3,0.1,1000.0,Gaussian,Gaussian,21,0.3156976843191639
7,3,0.1,1000.0,Gaussian,Gaussian,22,0.315836709627372
7,3,0.1,1000.0,Gaussian,Gaussian,23,0.3159376871619678
7,3,0.1,1000.0,Gaussian,Gaussian,24,0.3160006751946733
7,3,0.1,1000.0,Gaussian,Gaussian,25,0.3163905031947358
7,3,0.1,1000.0,Gaussian,Gaussian,26,0.3167232939599077
7,3,0.1,1000.0,Gaussian,Gaussian,27,0.3170127528492023
7,3,0.1,1000.0,Gaussian,Gaussian,28,0.3172632724353372
7,3,0.1,1000.0,Gaussian,Gaussian,29,0.3174778998404319
7,3,0.1,1000.0,Gaussian,Gaussian,30,0.31765932360461036
7,3,0.1,1000.0,Gaussian,Gaussian,31,0.3178101124238893
